Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total (includes Female Supernumerary),"Program-Total
                                            


Seat Capacity
                                            
Female Supernumerary",Program-Total
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)","Other than 
TAMIL NADU",Gender-Neutral,17,1,5,1,6,0,3,0,13,1,47,"59


0",0
59,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",TAMIL NADU,Gender-Neutral,12,0,3,0,5,0,2,0,8,1,31,"40


0",0
40,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,1,0,1,0,2,0,"9 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","Other than 
TAMIL NADU",Gender-Neutral,12,1,3,0,5,0,2,1,8,0,32,"39


0",0
39,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,0,0,1,1,"7 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",TAMIL NADU,Gender-Neutral,17,1,4,1,6,1,3,0,13,0,46,"58


0",0
58,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Other than 
TAMIL NADU",Gender-Neutral,17,1,5,0,6,1,3,0,13,0,46,"58


0",0
58,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,2,1,"12 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)",TAMIL NADU,Gender-Neutral,18,0,5,1,5,1,3,0,13,1,47,"59


0",0
59,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,2,1,"12 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology)","Other than 
TAMIL NADU",Gender-Neutral,17,1,5,1,6,0,3,0,13,1,47,"59


0",0
59,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",TAMIL NADU,Gender-Neutral,17,1,4,1,6,1,3,0,13,0,46,"58


0",0
58,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,0,1,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Other than 
TAMIL NADU",Gender-Neutral,19,1,5,0,5,1,3,0,12,1,47,"59


0",0
59,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Tiruchirappalli","Architecture  (5 Years, Bachelor of Architecture)",TAMIL NADU,Gender-Neutral,9,1,2,0,3,0,2,0,6,0,23,"29


0",0
29,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,0,0,2,0,"6 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Tiruchirappalli","Architecture  (5 Years, Bachelor of Architecture)","Other than 
TAMIL NADU",Gender-Neutral,9,0,3,0,3,0,1,0,6,1,23,"28


0",0
28,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,1,0,0,1,0,1,0,1,0,"5 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",UTTARAKHAND,Gender-Neutral,6,0,1,0,2,0,1,1,3,0,14,"14


4",4
14,4,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,0,0,0,0,"4 (including ""4"" Supernumerary)",,,,,
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)","Other than 
UTTARAKHAND",Gender-Neutral,6,1,1,0,2,0,1,0,4,0,15,"15


3",3
15,3,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,1,0,0,0,0,0,1,0,"3 (including ""3"" Supernumerary)",,,,,
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",UTTARAKHAND,Gender-Neutral,5,1,1,0,2,0,1,0,5,0,15,"15


3",3
15,3,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,0,0,1,0,1,0,0,0,"3 (including ""3"" Supernumerary)",,,,,
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)","Other than 
UTTARAKHAND",Gender-Neutral,6,0,2,0,2,0,1,0,3,1,15,"15


3",3
15,3,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,0,0,0,0,0,0,1,0,"3 (including ""3"" Supernumerary)",,,,,
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",UTTARAKHAND,Gender-Neutral,6,0,2,1,2,0,1,0,3,0,15,"15


3",3
15,3,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,0,0,0,0,0,0,1,1,"3 (including ""3"" Supernumerary)",,,,,
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Other than 
UTTARAKHAND",Gender-Neutral,5,0,1,0,2,1,1,0,4,0,14,"14


4",4
14,4,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,1,0,0,1,0,0,0,1,0,"4 (including ""4"" Supernumerary)",,,,,
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",UTTARAKHAND,Gender-Neutral,5,0,1,0,2,0,2,0,4,0,14,"14


4",4
14,4,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,1,0,0,1,0,0,0,1,0,"4 (including ""4"" Supernumerary)",,,,,
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)","Other than 
UTTARAKHAND",Gender-Neutral,6,0,1,0,2,0,1,0,4,0,14,"14


4",4
14,4,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,0,0,1,0,0,0,2,0,"4 (including ""4"" Supernumerary)",,,,,
"National Institute of Technology, Uttarakhand","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",UTTARAKHAND,Gender-Neutral,6,0,1,0,2,0,1,0,4,0,14,"14


4",4
14,4,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,1,0,0,0,0,0,2,0,"4 (including ""4"" Supernumerary)",,,,,
"National Institute of Technology, Uttarakhand","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Other than 
UTTARAKHAND",Gender-Neutral,6,0,2,0,2,0,1,0,3,0,14,"14


4",4
14,4,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,1,0,1,0,1,0,0,0,"4 (including ""4"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,10,1,3,0,4,1,1,1,8,0,29,"36


0",0
36,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,1,0,2,0,"7 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)","Other than 
TELANGANA",Gender-Neutral,11,1,3,0,4,0,2,0,7,1,29,"36


0",0
36,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,1,1,0,1,0,1,0,1,0,"7 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,17,1,5,0,6,0,3,0,12,0,44,"55


0",0
55,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,1,1,0,2,0,1,0,2,0,"11 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)","Other than 
TELANGANA",Gender-Neutral,16,1,4,0,5,1,3,1,12,1,44,"55


0",0
55,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,3,0,"11 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,17,1,4,0,5,1,3,0,13,0,44,"55


0",0
55,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,2,1,"11 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)","Other than 
TELANGANA",Gender-Neutral,17,1,3,1,6,0,4,0,12,0,44,"55


0",0
55,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,2,0,"11 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,5,1,2,0,2,0,1,0,5,0,16,"20


0",0
20,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,"4 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)","Other than 
TELANGANA",Gender-Neutral,6,0,1,0,3,0,1,0,3,1,15,"20


0",0
20,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,0,0,1,0,1,0,"5 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,20,1,6,0,8,0,3,1,14,1,54,"68


0",0
68,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,0,1,0,2,0,1,0,4,0,"14 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)","Other than 
TELANGANA",Gender-Neutral,21,0,6,0,8,0,4,0,14,1,54,"67


0",0
67,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,1,0,1,2,0,1,0,3,0,"13 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,15,0,3,1,6,0,3,0,11,1,40,"50


0",0
50,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,0,0,2,0,"10 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Other than 
TELANGANA",Gender-Neutral,15,1,4,0,6,1,3,0,10,0,40,"50


0",0
50,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,0,0,1,0,0,1,3,0,"10 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Mathematics and Computing (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,5,0,1,0,2,0,1,0,2,1,12,"15


0",0
15,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,1,0,0,0,0,0,1,0,"3 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Mathematics and Computing (4 Years, Bachelor of Technology)","Other than 
TELANGANA",Gender-Neutral,5,0,1,0,2,0,1,0,3,0,12,"15


0",0
15,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,"3 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,20,1,5,0,7,1,3,0,14,1,52,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,0,1,0,2,0,1,0,3,0,"13 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)","Other than 
TELANGANA",Gender-Neutral,20,1,5,1,7,0,4,0,14,0,52,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,1,"13 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,11,1,3,1,4,0,1,0,8,0,29,"36


0",0
36,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,1,0,2,0,"7 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","Other than 
TELANGANA",Gender-Neutral,11,1,2,0,4,1,2,0,7,1,29,"36


0",0
36,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,1,0,1,0,"7 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,20,1,6,0,7,0,4,0,13,1,52,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,0,1,0,1,1,1,0,3,0,"13 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Other than 
TELANGANA",Gender-Neutral,20,1,5,0,9,0,4,0,12,1,52,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,4,0,"13 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",TELANGANA,Gender-Neutral,3,1,1,0,1,0,1,0,3,0,10,"10


0",0
10,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)","Other than 
TELANGANA",Gender-Neutral,4,0,1,0,2,0,0,0,3,0,10,"10


0",0
10,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Physics (5 Years, Integrated Master of Science)",TELANGANA,Gender-Neutral,4,0,1,0,2,0,1,0,2,0,10,"10


0",0
10,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Physics (5 Years, Integrated Master of Science)","Other than 
TELANGANA",Gender-Neutral,4,0,1,0,1,1,0,0,3,0,10,"10


0",0
10,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Mathematics (5 Years, Integrated Master of Science)",TELANGANA,Gender-Neutral,4,0,1,0,1,0,2,0,1,1,10,"10


0",0
10,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"National Institute of Technology, Warangal","Mathematics (5 Years, Integrated Master of Science)","Other than 
TELANGANA",Gender-Neutral,4,0,1,0,1,0,1,0,3,0,10,"10


0",0
10,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,20,1,5,1,7,0,4,0,13,1,52,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,1,1,0,2,0,1,0,3,0,"13 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)","Other than 
GUJARAT",Gender-Neutral,20,1,5,0,8,0,4,0,13,1,52,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,4,0,"13 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,20,1,5,0,7,1,4,0,13,1,52,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,4,0,"13 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)","Other than 
GUJARAT",Gender-Neutral,21,1,5,1,7,0,4,0,12,1,52,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,1,1,0,2,0,1,0,4,0,"13 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,20,1,5,1,7,0,4,0,13,1,52,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,0,1,0,2,0,1,0,3,0,"13 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","Other than 
GUJARAT",Gender-Neutral,20,1,5,0,7,1,3,1,13,1,52,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,4,0,"13 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,21,1,6,0,7,0,4,0,12,1,52,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,1,"13 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)","Other than 
GUJARAT",Gender-Neutral,20,1,5,0,7,1,3,1,14,0,52,"65


0",0
65,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,4,0,"13 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,30,2,6,1,13,0,6,0,21,1,80,"100


0",0
100,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),8,0,3,0,3,0,1,0,4,1,"20 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Other than 
GUJARAT",Gender-Neutral,30,2,8,0,11,1,6,0,22,0,80,"100


0",0
100,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),7,1,2,0,3,0,1,1,5,0,"20 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,40,2,9,1,15,1,7,0,28,1,104,"130


0",0
130,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),10,1,3,0,3,0,2,0,6,1,"26 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)","Other than 
GUJARAT",Gender-Neutral,40,2,9,0,16,0,7,1,28,1,104,"130


0",0
130,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),10,0,3,1,3,1,2,0,6,0,"26 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,18,1,5,0,7,0,4,0,12,1,48,"60


0",0
60,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,1,1,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (4 Years, Bachelor of Technology)","Other than 
GUJARAT",Gender-Neutral,18,1,5,0,7,1,3,0,12,1,48,"60


0",0
60,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)",GUJARAT,Gender-Neutral,15,0,4,0,6,0,2,1,9,1,38,"38


0",0
38,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)","Other than 
GUJARAT",Gender-Neutral,14,1,4,0,5,1,2,0,10,0,37,"37


0",0
37,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)",GUJARAT,Gender-Neutral,14,1,4,0,6,0,3,0,9,1,38,"38


0",0
38,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)","Other than 
GUJARAT",Gender-Neutral,15,0,3,1,5,0,3,0,10,0,37,"37


0",0
37,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",GUJARAT,Gender-Neutral,14,1,4,0,5,0,3,0,10,0,37,"37


0",0
37,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)","Other than 
GUJARAT",Gender-Neutral,15,1,3,0,5,1,3,0,9,1,38,"38


0",0
38,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,0,0,0,0,0,0,0,0,"0 (including ""0"" Supernumerary)",,,,,
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)",MAHARASHTRA,Gender-Neutral,17,1,5,0,6,0,3,1,12,1,46,"58


0",0
58,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)","Other than 
MAHARASHTRA",Gender-Neutral,17,1,4,1,7,1,3,0,12,0,46,"57


0",0
